name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg,r_str_x,r_td_x,r_sub_att,event_name,winner,Method,gender
Alexandre Ferreira,18.0,6.0,170.18,92.99,,Orthodox,44.0,2.57,0.6,8.14,0.42,0.0,0.0,0.0,0.0,,,,,,,
Alexandre Pantoja,27.0,5.0,165.1,56.7,170.18,Orthodox,33.0,4.32,0.49,3.9,0.5,2.2,0.48,0.67,1.0,126.0,8.0,1.0,"UFC 296: Edwards vs. Covington, UFC 277: Pena vs. Nunes 2, UFC Fight Night: Cannonier vs. Gastelum, UFC Fight Night: Overeem vs. Volkov, UFC Fight Night: Figueiredo vs. Benavidez 2, UFC Fight Night: Edgar vs. The Korean Zombie, UFC 240: Holloway vs. Edgar, UFC Fight Night: Magny vs. Ponzinibbio, UFC Fight Night: Nelson vs. Ponzinibbio, UFC on FOX: Shevchenko vs. Pena","Red, Blue","S-DEC, SUB Neck Crank, SUB Rear Naked Choke, KO/TKO Punch",Men
Alexis Davis,21.0,11.0,167.64,61.23,172.72,Orthodox,39.0,4.63,0.49,4.45,0.54,0.95,0.44,0.34,0.7,171.0,1.0,0.0,"UFC Fight Night: Hermansson vs. Strickland, UFC Fight Night: Rozenstruik vs. Gane, UFC 240: Holloway vs. Edgar, UFC Fight Night: Thompson vs. Pettis, UFC Fight Night: Alvarez vs. Poirier 2, UFC Fight Night: Swanson vs. Ortega, UFC Fight Night: Swanson vs. Lobov, UFC 186: Johnson vs Horiguchi, UFC 170: Rousey vs McMann, UFC 161: Evans vs Henderson","Red, Blue","U-DEC, SUB Armbar, S-DEC",Women
Alexis Dufresne,6.0,3.0,175.26,61.23,,Orthodox,33.0,1.33,0.27,3.33,0.6,1.5,0.5,0.5,0.0,33.0,0.0,0.0,UFC 182: Jones vs Cormier,Blue,,Women
Ali AlQaisi,8.0,5.0,167.64,61.23,172.72,Orthodox,33.0,2.43,0.42,1.97,0.56,3.5,0.29,0.6,1.0,58.0,5.0,1.0,UFC Fight Night: Moraes vs. Sandhagen,Blue,,Men
Ali Bagautinov,15.0,6.0,162.56,56.7,165.1,Orthodox,38.0,2.85,0.42,3.09,0.52,2.51,0.36,0.65,0.3,128.0,5.0,0.0,UFC Fight Night: MacDonald vs Thompson,Red,U-DEC,Men
Aliaskhab Khizriev,14.0,0.0,175.26,83.91,187.96,Southpaw,33.0,6.01,0.64,4.38,0.61,5.64,0.6,1.0,3.8,54.0,2.0,1.0,UFC Fight Night: Blaydes vs. Daukaus,Red,SUB Rear Naked Choke,Men
Alistair Overeem,47.0,19.0,193.04,120.2,203.2,Orthodox,43.0,3.67,0.64,2.44,0.57,1.42,0.55,0.73,0.8,10.0,0.0,0.0,"UFC Fight Night: Overeem vs. Volkov, UFC Fight Night: Overeem vs. Sakai, UFC Fight Night: Overeem vs. Harris, UFC Fight Night: Overeem vs. Rozenstruik, UFC Fight Night: Overeem vs. Oleinik, UFC Fight Night: Blaydes vs. Ngannou 2, UFC 225: Whittaker vs. Romero 2, UFC 218: Holloway vs. Aldo 2, UFC 209: Woodley vs. Thompson 2, UFC Fight Night: Overeem vs Arlovski, UFC on FOX: Dos Santos vs Miocic, UFC Fight Night: Jacare vs Mousasi, UFC Fight Night: Shogun vs Sonnen, UFC 156: Aldo vs Edgar","Blue, Red","KO/TKO Elbows, M-DEC, KO/TKO Knees, KO/TKO Punches, U-DEC, KO/TKO Kick",Men
Aljamain Sterling,23.0,4.0,170.18,65.77,180.34,Orthodox,34.0,4.73,0.52,2.41,0.58,1.97,0.24,0.45,0.8,24.0,0.0,0.0,"UFC 292: Sterling vs. O'Malley, UFC 288: Sterling vs. Cejudo, UFC 280: Oliveira vs. Makhachev, UFC 273: Volkanovski vs. The Korean Zombie, UFC 250: Nunes vs. Spencer, UFC 238: Cejudo vs. Moraes, UFC 228: Woodley vs. Till, UFC Fight Night: Barboza vs. Lee, UFC 214: Cormier vs. Jones 2, UFC on FOX: Johnson vs. Reis, UFC Fight Night: Almeida vs Garbrandt, UFC Fight Night: Namajunas vs. VanZant","Blue, Red","S-DEC, KO/TKO Punches, DQ, SUB Rear Naked Choke, U-DEC, SUB Suloev Stretch",Men
Allan Goes,10.0,5.0,182.88,92.99,,Orthodox,52.0,0.64,0.52,1.35,0.41,1.75,0.4,0.0,2.6,,,,,,,
Allan Nascimento,20.0,6.0,172.72,56.7,175.26,Orthodox,32.0,3.21,0.61,2.28,0.5,1.55,0.26,0.16,0.9,9.0,2.0,1.0,UFC Fight Night: Strickland vs. Imavov,Red,SUB Rear Naked Choke,Men
Allan Zuniga,13.0,1.0,170.18,70.31,177.8,Orthodox,31.0,3.93,0.52,1.8,0.61,0.0,0.0,0.57,1.0,,,,,,,
Allen Berube,4.0,3.0,172.72,70.31,,Orthodox,49.0,0.92,0.8,0.92,0.33,6.87,1.0,0.0,3.4,,,,,,,
Allen Crowder,10.0,4.0,190.5,111.13,193.04,Orthodox,34.0,2.95,0.51,2.95,0.56,1.85,0.33,1.0,1.2,0.0,0.0,0.0,UFC Fight Night: Moicano vs. The Korean Zombie,Blue,DQ,Men
Alonzo Menifield,15.0,3.0,182.88,92.99,193.04,Orthodox,36.0,3.92,0.57,3.51,0.49,0.67,0.33,0.75,0.3,95.0,1.0,0.0,"UFC 296: Edwards vs. Covington, UFC Fight Night: Volkov vs. Rozenstruik, UFC Fight Night: Font vs. Aldo, UFC 265: Lewis vs. Gane, UFC 260: Miocic vs. Ngannou, UFC 250: Nunes vs. Spencer, UFC Fight Night: Ngannou vs. Dos Santos, UFC Fight Night: Cejudo vs. Dillashaw","Red, Blue","SUB Guillotine Choke, KO/TKO Punch, U-DEC, SUB Von Flue Choke",Men
Alptekin Ozkilic,9.0,5.0,165.1,56.7,165.1,Orthodox,38.0,3.81,0.32,5.72,0.59,4.21,0.58,0.75,0.0,28.0,1.0,0.0,"UFC Fight Night: Miocic vs Hunt, UFC Fight Night: Rockhold vs Philippou",Blue,S-DEC,Men
Alvaro Herrera Mendoza,9.0,6.0,182.88,70.31,187.96,Orthodox,33.0,1.89,0.38,3.4,0.55,0.0,0.0,0.33,1.1,2.0,0.0,1.0,UFC Fight Night: Pettis vs. Moreno,Blue,KO/TKO Punches,Men
Alvin Robinson,15.0,9.0,175.26,70.31,172.72,Southpaw,41.0,1.57,0.5,1.29,0.51,1.24,0.5,0.25,1.2,186.0,2.0,1.0,UFC 77: Hostile Territory,Red,U-DEC,Men
Amanda Cooper,3.0,5.0,160.02,52.16,162.56,Switch,32.0,3.55,0.44,3.2,0.51,1.53,0.38,0.28,1.8,131.0,1.0,1.0,"UFC 218: Holloway vs. Aldo 2, UFC 209: Woodley vs. Thompson 2","Red, Blue","KO/TKO Punches, U-DEC",Women
Amanda Lemos,14.0,3.0,162.56,52.16,165.1,Southpaw,36.0,3.43,0.54,4.21,0.44,0.98,0.63,0.57,0.7,47.0,2.0,0.0,"UFC 298: Volkanovski vs. Topuria, UFC Fight Night: Lemos vs. Andrade, UFC Fight Night: Lewis vs. Daukaus, UFC Fight Night: Makhachev vs. Moises, UFC Fight Night: Munhoz vs. Edgar","Red, Blue","KO/TKO Punches, KO/TKO Punch",Women
Amanda Nunes,23.0,5.0,172.72,61.23,175.26,Orthodox,35.0,4.55,0.51,2.62,0.57,2.73,0.54,0.82,0.7,196.0,6.0,0.0,"UFC 289: Nunes vs. Aldana, UFC 269: Oliveira vs. Poirier, UFC 259: Blachowicz vs. Adesanya, UFC 250: Nunes vs. Spencer, UFC 245: Usman vs. Covington, UFC 239: Jones vs. Santos, UFC 224: Nunes vs. Pennington, UFC 215: Nunes vs Shevchenko 2, UFC 207: Nunes vs. Rousey, UFC 196: McGregor vs Diaz, UFC Fight Night: Maia vs LaFlare, UFC Fight Night: Fight for the Troops 3, UFC 163: Aldo vs Jung","Red, Blue","U-DEC, SUB Triangle Armbar, KO/TKO Kick, KO/TKO Punches, S-DEC, SUB Rear Naked Choke, KO/TKO Elbows",Women
Amanda Ribas,12.0,5.0,160.02,56.7,167.64,Orthodox,30.0,4.63,0.4,3.4,0.61,2.07,0.51,0.85,0.7,137.0,4.0,0.0,"UFC Fight Night: Ribas vs. Namajunas, UFC Fight Night: Emmett vs. Topuria, UFC 267: Blachowicz vs. Teixeira, UFC 251: Usman vs. Masvidal, UFC Fight Night: Lee vs. Oliveira","Blue, Red","KO/TKO Punches, U-DEC, SUB Armbar",Women
Amar Suloev,24.0,7.0,175.26,83.01,,Orthodox,47.0,1.98,0.37,2.19,0.7,0.27,1.0,0.88,0.3,,,,,,,
Amaury Bitetti,5.0,2.0,175.26,83.91,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,UFC 26: Ultimate Field Of Dreams,Red,DQ,Men
Amilcar Alves,15.0,12.0,182.88,77.11,,Southpaw,35.0,0.5,0.46,2.02,0.3,0.0,0.0,0.53,0.0,,,,,,,
Amir Albazi,17.0,1.0,165.1,56.7,172.72,Orthodox,30.0,2.8,0.39,3.07,0.63,1.71,0.33,0.4,0.7,62.0,1.0,0.0,"UFC Fight Night: Cannonier vs. Strickland, UFC 278: Usman vs. Edwards, UFC 257: Poirier vs. McGregor",Red,"S-DEC, SUB Rear Naked Choke, U-DEC",Men
Amir Sadollah,6.0,5.0,177.8,77.11,190.5,Orthodox,43.0,4.71,0.46,3.55,0.6,0.57,0.27,0.6,0.3,77.0,1.0,1.0,"UFC on FUEL TV: Korean Zombie vs Poirier, UFC Live: Hardy vs Lytle, UFC 122: Marquardt vs Okami, UFC 114: Rampage vs Evans, UFC Fight Night: Maynard vs Diaz, UFC 106: Ortiz vs Griffin 2, The Ultimate Fighter: Team Rampage vs Team Forrest Finale","Red, Blue","S-DEC, KO/TKO Elbows, U-DEC, SUB Armbar",Men
Anderson Dos Santos,21.0,9.0,165.1,61.23,177.8,Orthodox,38.0,2.7,0.25,5.37,0.49,0.98,0.14,0.66,0.7,,,,,,SUB Guillotine Choke,
Anderson Silva,34.0,11.0,187.96,83.91,195.58,Southpaw,48.0,3.05,0.61,2.05,0.6,0.5,0.77,0.69,0.8,54.0,0.0,0.0,"UFC 208: Holm vs. De Randamie, UFC Fight Night: Silva vs Bisping, UFC 162: Silva vs Weidman, UFC 153: Silva vs Bonnar, UFC 148: Silva vs Sonnen 2, UFC 134: Silva vs Okami, UFC 126: Silva vs Belfort, UFC 117: Silva vs Sonnen, UFC 112: Invincible, UFC 101: Declaration, UFC 97: Redemption, UFC 90: Silva vs Cote, UFC: Silva vs Irvin, UFC 82: Pride of a Champion, UFC 77: Hostile Territory, UFC 73: Stacked, UFC 67: All or Nothing, UFC 64: Unstoppable, UFC Fight Night 5","Red, Blue","U-DEC, Overturned, KO/TKO Knee, KO/TKO Punch, KO/TKO Punches, KO/TKO Kick, SUB Triangle Armbar, KO/TKO, SUB Rear Naked Choke, KO/TKO Knees, SUB Triangle Choke",Men
Andre Ewell,17.0,9.0,172.72,65.77,190.5,Southpaw,36.0,4.28,0.4,4.87,0.51,0.36,0.75,0.72,0.1,62.0,1.0,1.0,"UFC 258: Usman vs. Burns, UFC Fight Night: Covington vs. Woodley, UFC 247: Jones vs. Reyes, UFC Fight Night: Moicano vs. The Korean Zombie","Blue, Red",S-DEC,Men
Andre Fialho,16.0,8.0,182.88,77.11,187.96,Orthodox,29.0,3.3,0.41,6.26,0.45,0.25,1.0,0.66,0.0,22.0,0.0,0.0,"UFC Fight Night: Dern vs. Hill, UFC Fight Night: Nzechukwu vs. Cutelaba, UFC 275: Teixeira vs. Prochazka, UFC 274: Oliveira vs. Gaethje","Blue, Red","KO/TKO Punch, KO/TKO Punches",Men
Andre Fili,23.0,11.0,180.34,65.77,187.96,Orthodox,33.0,3.85,0.37,4.11,0.51,2.16,0.47,0.69,0.3,25.0,0.0,0.0,"UFC 296: Edwards vs. Covington, UFC Fight Night: Sandhagen vs. Song, UFC Fight Night: Font vs. Vera, UFC Fight Night: Eye vs. Calvillo, UFC 246: McGregor vs. Cowboy, UFC Fight Night: De Randamie vs. Ladd, UFC Fight Night: Ngannou vs. Velasquez, UFC 214: Cormier vs. Jones 2","Red, Blue","S-DEC, U-DEC, KO/TKO Punch",Men
Andre Gusmao,6.0,3.0,182.88,92.99,,Orthodox,46.0,2.79,0.43,3.28,0.6,0.0,0.0,0.6,0.0,,,,,,,
Andre Lima,8.0,0.0,170.18,56.7,170.18,Orthodox,25.0,3.98,0.6,2.67,0.6,1.31,0.66,0.61,1.3,,,,,,,
Andre Muniz,24.0,6.0,185.42,83.91,198.12,Southpaw,34.0,1.97,0.5,1.99,0.54,4.23,0.5,0.35,1.2,45.0,0.0,0.0,"UFC Fight Night: Muniz vs. Allen, UFC 269: Oliveira vs. Poirier, UFC Fight Night: Overeem vs. Sakai","Blue, Red","U-DEC, SUB Armbar",Men
Andre Pederneiras,1.0,1.0,172.72,70.31,,Orthodox,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Andre Petroski,10.0,3.0,182.88,83.91,185.42,Switch,32.0,3.61,0.51,3.03,0.51,4.48,0.54,0.71,2.5,0.0,0.0,0.0,"UFC Fight Night: Yusuff vs. Barboza, UFC 292: Sterling vs. O'Malley, UFC 281: Adesanya vs. Pereira, UFC Fight Night: Barboza vs. Chikadze","Blue, Red","S-DEC, U-DEC, SUB Anaconda Choke, SUB Arm Triangle",Men
Andre Roberts,14.0,2.0,187.96,156.49,,Orthodox,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,"UFC 21: Return of the Champions, UFC 17: Redemption",Red,"KO/TKO Punch, U-DEC",Men
Andre Soukhamthath,13.0,8.0,175.26,61.23,177.8,Orthodox,35.0,2.77,0.44,4.31,0.49,1.25,0.53,0.58,0.2,98.0,3.0,1.0,UFC Fight Night: Oezdemir vs. Smith,Red,U-DEC,Men
Andre Winner,21.0,11.0,180.34,70.31,185.42,Orthodox,42.0,2.52,0.33,4.57,0.51,0.0,0.0,0.74,0.0,41.0,0.0,0.0,"UFC 118: Edgar vs Penn 2, UFC Fight Night: Florian vs Gomi, UFC 105: Couture vs Vera","Blue, Red","U-DEC, KO/TKO Punch",Men
Andrea Lee,13.0,9.0,167.64,56.7,175.26,Orthodox,35.0,4.69,0.46,3.76,0.62,1.85,0.58,0.55,0.6,59.0,2.0,1.0,"UFC 298: Volkanovski vs. Topuria, UFC 292: Sterling vs. O'Malley, UFC Fight Night: Vera vs. Sandhagen, UFC 262: Oliveira vs. Chandler, UFC Fight Night: Moicano vs. The Korean Zombie","Blue, Red","KO/TKO, SUB Triangle Armbar",Women
Andreas Michailidis,13.0,6.0,182.88,77.11,193.04,Orthodox,35.0,2.9,0.51,3.57,0.44,1.12,0.27,0.5,0.0,75.0,1.0,0.0,UFC Fight Night: Reyes vs. Prochazka,Red,U-DEC,Men
Andreas Stahl,10.0,4.0,180.34,77.11,,Orthodox,35.0,2.83,0.37,4.74,0.57,1.55,0.66,0.8,0.0,69.0,0.0,0.0,UFC on FOX: Lawler vs Brown,Blue,,Men
Andrei Arlovski,34.0,23.0,190.5,108.86,195.58,Orthodox,45.0,3.78,0.45,3.2,0.57,0.38,0.36,0.76,0.2,58.0,0.0,0.0,"UFC Fight Night: Ankalaev vs. Walker 2, UFC Fight Night: Kara-France vs. Albazi, UFC Fight Night: Kattar vs. Allen, UFC Fight Night: Font vs. Vera, UFC 271: Adesanya vs. Whittaker 2, UFC Fight Night: Ladd vs. Dumont, UFC Fight Night: Whittaker vs. Gastelum, UFC Fight Night: Blaydes vs. Lewis, UFC Fight Night: Santos vs. Teixeira, UFC Fight Night: Smith vs. Teixeira, UFC 244: Masvidal vs. Diaz, UFC Fight Night: Dos Anjos vs. Edwards, UFC Fight Night: Jacare vs. Hermansson, UFC Fight Night: Hunt vs. Oleinik, UFC 225: Whittaker vs. Romero 2, UFC Fight Night: Holm vs. Correia, UFC on FOX: Shevchenko vs. Pena, UFC Fight Night: Arlovski vs. Barnett, UFC 191: Johnson vs Dodson 2, UFC 174: Johnson vs Bagautinov, UFC 82: Pride of a Champion, UFC 70: Nations Collide, UFC 66: Liddell vs Ortiz 2, UFC 55: Fury, UFC 53: Heavy Hitters, UFC 51: Super Saturday, UFC 47: It's On!, UFC 44: Undisputed, UFC 40: Vendetta, UFC 28: High Stakes","Blue, Red","S-DEC, Overturned, U-DEC, KO/TKO Punches, KO/TKO Punch, SUB Ankle Lock, SUB Armbar",Men
Andrei Semenov,34.0,9.0,182.88,83.91,,Orthodox,46.0,0.78,0.15,2.44,0.6,1.74,0.8,0.55,0.4,35.0,0.0,0.0,UFC 35: Throwdown,Red,KO/TKO Punch,Men
Andrew Craig,9.0,4.0,185.42,77.11,193.04,Orthodox,38.0,2.39,0.4,3.01,0.5,0.53,0.37,0.72,0.0,24.0,0.0,0.0,UFC Fight Night: Mir vs Duffee,Blue,"S-DEC, KO/TKO Kick, U-DEC",Men
Andrew Holbrook,12.0,3.0,180.34,70.31,177.8,Southpaw,38.0,2.2,0.49,3.0,0.54,0.85,0.18,0.1,2.1,,,,,,S-DEC,
Andrew Sanchez,13.0,7.0,185.42,83.91,187.96,Orthodox,35.0,4.3,0.43,5.1,0.5,2.55,0.36,1.0,0.0,86.0,7.0,0.0,"UFC Fight Night: Ladd vs. Dumont, UFC 257: Poirier vs. McGregor, UFC Fight Night: Lewis vs. Oleinik, UFC Fight Night: Gaethje vs. Vick, The Ultimate Fighter: A New World Champion Finale, UFC Fight Night: Lewis vs. Abdurakhimov, The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale","Blue, Red","KO/TKO Punch, U-DEC",Men
Andy Anderson,0.0,1.0,167.64,108.86,,,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Andy Enz,10.0,4.0,190.5,83.91,198.12,Orthodox,32.0,3.51,0.23,5.32,0.57,0.0,0.0,0.58,0.0,,,,,,,
Andy Ogle,9.0,6.0,172.72,65.77,175.26,Orthodox,35.0,2.24,0.44,2.23,0.5,1.44,0.26,0.58,0.0,0.0,0.0,0.0,"UFC on FOX: Gustafsson vs Johnson, UFC Fight Night: Munoz vs Mousasi, UFC Fight Night: Machida vs Munoz, UFC on FUEL TV: Barao vs McDonald, UFC on FUEL TV: Struve vs Miocic","Blue, Red",U-DEC,Men
Andy Wang,7.0,8.0,167.64,70.31,,Orthodox,46.0,3.43,0.36,10.29,0.62,0.0,0.0,0.0,0.0,,,,,,,
Ange Loosa,10.0,3.0,177.8,77.11,187.96,Orthodox,31.0,6.09,0.46,6.67,0.52,2.05,0.42,0.9,0.2,124.0,6.0,0.0,UFC Fight Night: Gane vs. Spivac,Red,U-DEC,Men
Angela Hill,16.0,13.0,160.02,52.16,162.56,Orthodox,39.0,5.44,0.5,4.94,0.61,0.73,0.34,0.75,0.1,96.0,5.0,0.0,"UFC Fight Night: Almeida vs. Lewis, UFC Fight Night: Thompson vs. Holland, UFC Fight Night: Vera vs. Cruz, UFC Fight Night: Edwards vs. Muhammad, UFC Fight Night: Jacare vs. Hermansson, UFC Fight Night: Poirier vs. Pettis, The Ultimate Fighter: Redemption Finale","Red, Blue",U-DEC,Women
Angela Magana,11.0,9.0,154.94,52.16,165.1,Orthodox,40.0,1.53,0.28,4.92,0.42,0.4,0.25,0.28,0.4,19.0,1.0,1.0,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Blue,,Women
Anistavio Medeiros,19.0,10.0,167.64,65.77,,Orthodox,35.0,3.64,0.44,5.0,0.47,0.0,0.0,0.0,0.0,8.0,0.0,0.0,UFC 147: Silva vs Franklin 2,Blue,,Men
Anna Elmose,3.0,2.0,160.02,52.16,,Orthodox,39.0,3.68,0.49,4.64,0.56,0.0,0.0,0.33,0.0,73.0,0.0,0.0,UFC Fight Night: Mousasi vs. Hall 2,Blue,,Women
Ansar Chalangov,14.0,5.0,175.26,77.11,,Orthodox,44.0,0.68,0.66,1.69,0.54,0.0,0.0,0.0,7.6,,,,,,,
Anshul Jubli,7.0,1.0,182.88,70.31,175.26,Switch,29.0,6.48,0.46,5.61,0.51,0.82,0.18,0.63,0.4,,,,,,KO/TKO Elbows,
Anthony Birchak,16.0,8.0,172.72,61.23,175.26,Orthodox,37.0,3.93,0.36,3.67,0.56,0.48,0.14,0.61,0.5,101.0,0.0,0.0,"UFC Fight Night: Dos Anjos vs. Alvarez, UFC on FOX: Dos Santos vs Miocic","Red, Blue",S-DEC,Men
Anthony Christodoulou,12.0,7.0,175.26,70.31,,Orthodox,36.0,2.19,0.26,5.9,0.45,0.0,0.0,0.4,0.0,44.0,0.0,0.0,UFC Fight Night: Teixeira vs Saint Preux,Blue,,Men
Anthony Hamilton,15.0,9.0,195.58,117.93,193.04,Orthodox,43.0,3.91,0.65,3.02,0.45,2.62,0.42,0.78,0.0,44.0,2.0,0.0,"UFC Fight Night: Werdum vs. Tybura, UFC Fight Night: Rockhold vs. Branch, UFC Fight Night: Bermudez vs. The Korean Zombie, UFC 201: Lawler vs. Woodley, UFC Fight Night: Cowboy vs Cowboy","Blue, Red","KO/TKO Punches, U-DEC",Men
Anthony Hernandez,12.0,2.0,182.88,83.91,190.5,Orthodox,30.0,4.3,0.59,3.46,0.45,6.62,0.49,0.63,3.0,39.0,3.0,2.0,"UFC 298: Volkanovski vs. Topuria, UFC Fight Night: Sandhagen vs. Song, UFC 273: Volkanovski vs. The Korean Zombie, UFC Fight Night: Overeem vs. Harris","Red, Blue","KO/TKO Elbows, U-DEC, SUB Guillotine Choke",Men
Anthony Ivy,8.0,4.0,187.96,83.91,187.96,Orthodox,34.0,2.5,0.42,4.57,0.51,4.69,0.2,1.0,0.0,4.0,0.0,0.0,UFC Fight Night: Eye vs. Calvillo,Blue,,Men
Anthony Johnson,22.0,6.0,187.96,92.99,198.12,Orthodox,40.0,3.25,0.47,1.83,0.6,2.43,0.57,0.77,0.6,4.0,0.0,0.0,"UFC 202: Diaz vs. McGregor 2, UFC on FOX: Johnson vs. Bader, UFC 191: Johnson vs Dodson 2, UFC 187: Johnson vs Cormier, UFC on FOX: Lawler vs Brown, UFC Live: Cruz vs Johnson, UFC Fight Night: Nogueira vs Davis, UFC 104: Machida vs Shogun, UFC Fight Night: Lauzon vs Stephens, The Ultimate Fighter: Team Nogueira vs. Team Mir Finale, UFC Fight Night: Florian vs Lauzon, UFC Fight Night: Stout vs Fisher","Red, Blue","KO/TKO Punch, KO/TKO Punches, U-DEC, KO/TKO Kick",Men
Anthony Lapsley,23.0,7.0,175.26,77.11,,Southpaw,44.0,0.53,0.34,0.58,0.66,0.0,0.0,0.2,0.0,2.0,0.0,0.0,UFC Fight Night: Brown vs Silva,Blue,,Men
Anthony Njokuani,16.0,12.0,185.42,70.31,190.5,Orthodox,44.0,3.94,0.46,2.41,0.65,0.5,0.45,0.53,0.2,30.0,0.0,0.0,"UFC 173: Barao vs Dillashaw, UFC on FOX: Henderson vs Melendez, UFC 141: Lesnar vs Overeem, UFC 132: Cruz vs Faber","Blue, Red","KO/TKO Punch, U-DEC",Men
Anthony Perosh,15.0,10.0,190.5,92.99,190.5,Orthodox,51.0,2.27,0.43,3.77,0.53,2.03,0.22,0.33,1.1,7.0,0.0,0.0,"UFC 193: Rousey vs Holm, UFC Fight Night: Miocic vs Hunt, UFC Fight Night: Rockhold vs Bisping, UFC 149: Faber vs Barao, UFC on FX: Alves vs Kampmann","Blue, Red","SUB Rear Naked Choke, KO/TKO Punch, KO/TKO Punches",Men
Anthony Pettis,24.0,10.0,177.8,70.31,182.88,Orthodox,37.0,3.05,0.47,3.44,0.54,0.61,0.5,0.6,1.1,80.0,0.0,0.0,"UFC Fight Night: Thompson vs. Neal, UFC 249: Ferguson vs. Gaethje, UFC 246: McGregor vs. Cowboy, UFC 241: Cormier vs. Miocic 2, UFC 213: Romero vs. Whittaker, UFC on FOX: Maia vs. Condit, UFC 197: Jones vs Saint Preux, UFC Fight Night: Dillashaw vs Cruz, UFC 185: Pettis vs Dos Anjos, UFC 181: Hendricks vs Lawler II, UFC on FOX: Johnson vs Dodson, UFC 144: Edgar vs Henderson, UFC 136: Edgar vs Maynard 3","Red, Blue","U-DEC, SUB Triangle Choke, SUB Guillotine Choke, SUB Armbar, KO/TKO Kick, S-DEC",Men
Anthony Rocco Martin,17.0,6.0,182.88,77.11,185.42,Orthodox,34.0,2.68,0.37,2.59,0.58,0.71,0.27,0.68,1.0,70.0,0.0,0.0,"UFC Fight Night: Lewis vs. Dos Santos, UFC Fight Night: Barboza vs. Lee, UFC Fight Night: Rockhold vs. Branch, UFC Fight Night: Chiesa vs. Lee, UFC Fight Night: Rodriguez vs. Penn, UFC on FOX: Johnson vs. Bader, UFC 169: Barao vs Faber 2","Red, Blue","U-DEC, KO/TKO Kick, SUB Rear Naked Choke, SUB Kimura",Men
Anthony Smith,37.0,19.0,193.04,92.99,193.04,Orthodox,35.0,3.21,0.48,4.47,0.46,0.49,0.26,0.48,0.6,52.0,0.0,0.0,"UFC Fight Night: Song vs. Gutierrez, UFC Fight Night: Holloway vs. The Korean Zombie, UFC Fight Night: Rozenstruik vs. Almeida, UFC Fight Night: Smith vs. Spann, UFC 261: Usman vs. Masvidal 2, UFC Fight Night: Smith vs. Clark, UFC Fight Night: Smith vs. Rakic, UFC Fight Night: Smith vs. Teixeira, UFC on FOX: Johnson vs. Reis, UFC Fight Night: Cowboy vs Cowboy","Blue, Red","S-DEC, KO/TKO, KO/TKO Knee, KO/TKO Kick, KO/TKO Elbow",Men
Anthony Torres,5.0,3.0,172.72,77.11,,Orthodox,45.0,3.54,0.48,7.52,0.45,0.0,0.0,1.0,2.2,35.0,0.0,1.0,UFC Fight Night 6,Red,SUB Rear Naked Choke,Men
Anton Kuivanen,24.0,10.0,172.72,70.31,182.88,Orthodox,39.0,2.27,0.38,1.63,0.67,1.2,1.0,0.71,0.4,39.0,0.0,0.0,UFC on FUEL TV: Sanchez vs Ellenberger,Blue,S-DEC,Men
Anton Turkalj,8.0,3.0,193.04,92.99,198.12,Orthodox,27.0,1.72,0.53,2.48,0.49,6.55,0.51,0.16,0.0,,,,,,,
Anton Zafir,7.0,3.0,180.34,77.11,,Orthodox,36.0,2.99,0.64,2.31,0.52,6.11,0.6,0.0,0.0,,,,,,,
Antoni Hardonk,8.0,6.0,193.04,111.13,198.12,Orthodox,48.0,3.4,0.61,3.07,0.46,0.0,0.0,0.4,0.9,56.0,0.0,2.0,"UFC 92: The Ultimate 2008, UFC 85: Bedlam, UFC 80: Rapid Fire, UFC 65: Bad Intentions",Red,"KO/TKO Punches, KO/TKO Punch",Men
Antonina Shevchenko,10.0,4.0,172.72,56.7,170.18,Southpaw,39.0,3.86,0.55,2.93,0.52,0.43,0.42,0.53,0.4,81.0,0.0,0.0,"UFC Fight Night: Dos Anjos vs. Fiziev, UFC Fight Night: Santos vs. Walker, UFC 255: Figueiredo vs. Perez, UFC Fight Night: Covington vs. Lawler","Red, Blue","S-DEC, KO/TKO Punches, U-DEC",Women
Antonio Arroyo,9.0,5.0,190.5,83.91,185.42,Orthodox,34.0,2.82,0.66,2.02,0.5,1.14,0.41,0.41,0.2,47.0,1.0,0.0,UFC Fight Night: Blachowicz vs. Jacare,Blue,,Men
Antonio Banuelos,20.0,11.0,165.1,61.23,160.02,Orthodox,44.0,2.69,0.33,3.15,0.58,1.62,0.62,0.86,0.4,,,,,,,
Antonio Braga Neto,9.0,3.0,190.5,83.91,195.58,Orthodox,36.0,1.36,0.33,3.92,0.45,3.07,0.37,0.0,0.5,26.0,2.0,0.0,"UFC Fight Night: Swanson vs. Ortega, UFC on FUEL TV: Nogueira vs. Werdum","Blue, Red",SUB Kneebar,Men
